,haber,kategori
19665,emekli muhendis odedigim primle 5 daire aliyordum simdi ayligimla 250 gram,ekonomi
19666,cemil tugaydan iktidara sert tepki yaptiginizdan utanmalisiniz biz sizden,siyaset
19667,iddia ocalan cikisinda bir gelisme daha haftaya imralida ikinci gorusme,gundem
19668,kisisel verileri hukuka aykiri isleyen xe para cezasi,ekonomi
19669,okul komutanindan tegmenlere mesaj sucunuz yok ama yapacagimiz bir sey de yok,gundem
19670,anadolu parsi fotokapanlarla goruntulendi ormanlarimizin gizli kahramani,gundem
19671,bist 100 endeksi yukseliste gozler fed baskani powellin aciklamalarinda,ekonomi
19672,faruk bildiriciden gazetecilere furkan karabay tepkisi,gundem
19673,analistten altcoin yorumu bitcoine gucu yetmeyen yatirimci altcoine yoneliyor,ekonomi
19674,onursal adiguzelden kayyum tepkisi hakkimizi yedirmeyiz gok kubbeyi basiniza,gundem
19675,iyi partiden istanbul ve ankara aciklamasi yargi eli ile siyasete ayar,siyaset
19676,besiktas asbaskani vardardan haciosmanogluna sozlerini tutacagini inaniyoruz,spor
19677,mor ve otesi muzikali araftan ilk afis geldi,kultur
19678,kazdaglarinin kalbine beton doken cengiz holdinge tepkiler buyuyor,gundem
19679,chpli belediyelere sorusturma ozgur ozel chp genel merkezinde aciklama yapiyor,siyaset
19680,cengiz holding kazdaglarina beton dokmeye basladi danistaydan yurutmeyi durdurma,cevre
19681,mumtazer turkone 3 parlak adayi ve medya gucuyle chp hafife alinmamali,gundem
19682,deniz gul a milli futbol takimindan cikarildi,spor
19683,fenerbahce zenit macini yayinlayacak kanal belli oldu,spor
19684,gokan zeybekten chpli belediyelere konser sorusturmasina tepki,siyaset
19685,aidsten olen 13 yasindaki cocukta istismar suphesi babasi da hiv pozitif,gundem
19686,cocuk istismarindan yargilanan is insani alagoz hakkinda karar delil,gundem
19687,savcilik sorusturma acmisti akp doneminde daha fazla harcama yapildigi ortaya,gundem
19688,iranda maden ocaginda gocuk meydana geldi 1 olu,dunya
19689,wanda nara taciz iddiasiyla icardiye sikayet etti,spor
19690,vanda kaybolan rojin kabaisin olum nedeni aciklandi,gundem
19691,cekerek irmaginda kirlilik bilirkisi raporunda,cevre
19692,milli futbolcu sahalara veda etti,spor
19693,gecmisimiz her zaman bizi bulur,yazarlar
19694,italya vizesi verilmeyen 900 ogrenci egitimine baslayamiyor ogrencilerden,gundem
19695,fransada 3 cocugunu olduren ogretmen anne isvicrede olu bulundu,dunya
19696,squid game ikinci sezonu icin geri sayim basladi hwang dong hyuk zorlu,kultur
19697,iktidarin goz ardi ettigi israf ataturk havalimanindaki 22 5 milyar tllik kamu,gundem
19698,bakani tekin 20 bin ogretmen atamasi icin tercih surecinin basladigini acikladi,gundem
19699,fatih terimden kerem akturkoglu paylasimi aslan evlat,spor
19700,emre altugdan nafaka aciklamasi nafaka odemiyorum,magazin
19701,kilicdaroglu imamoglu ve yavaa sahip cikti erdogana bagimsiz sayistay tesis et,siyaset
19702,besiktasa ernest muci soku,spor
19703,erdogan gorusmesi oncesi mhpden bir vakit tamam paylasimi daha soz konusu,siyaset
19704,bu hafta 7 yeni dizi yayina giriyor iste o liste,kultur
19705,antalyada ataturk etiketini ayagiyla ezen yapan yabanci uyruklu kisi tutuklandi,gundem
19706,batman valiliginden aciklama 10 gunluk eylem yasagi,gundem
19707,erdogan ve bahceli kulliyede bir araya geldi,gundem
19708,roma yeni teknik direktorunu duyurdu,spor
19709,turkiye ile katar arasinda 8 anlasmaya imza atildi,gundem
19710,chpli vekillerden tbmmde mulakat protestosu,gundem
19711,kirklarelinde kadin cinayeti esini baltayla katletti,gundem
19712,israil sama hava saldirisi cok sayida olu ve yarali var,dunya
19713,kamuoyunda tepkilere neden olmustu etki ajanligi maddesi tekliften tamamen,gundem
19714,eski danismanindan aksenere sitem dolu sozler meral hanim saraya ben davaya,siyaset
19715,mebden skandal karar basi acik ogrenciye karisiriz diyen tekmeci mudure ustun,gundem
19716,chp sozcusu yucel demokrasi nobetinde akpli ve mhpli yurttaslar da irade,gundem
19717,mansur yavas bakan tekine seslendi golge etme engel olma karalama,gundem
19718,wanda narain sevgilisi l gante fenerbahce formasini sirtina gecirdi turkiyede,magazin
19719,mansur yavas gercekleri rakamlarla gosterdi akp ve chp doneminin harcama raporu,gundem
19720,orkun kokcuden besiktas itirafi 1 milyon dolari cok gorduler,spor
19721,suleyman soylunun ahmet ozere tesekkur mektubu gonderdigi ortaya cikti,gundem
19722,bakanlik istismar bulgusu yok dedi akpli ozlem zengin cinsel istismara ugramis,gundem
19723,ucum iddialara aciklik getirdi erdogan ile bahceli arasinda anlasmazlik var mi,gundem
19724,karsta feci kaza otomobil sarampole devrildi olu ve yaralilar var,gundem
19725,yurttas erdoganin iddiasini gercekci bulmuyor israilin turkiyeye saldirma,gundem
19726,akp kanadindan bestepede gorusme icin ilk degerlendirme erdogan bahceli zirvesi,gundem
19727,i bulent celikin 15 kasim 2024 tarihli karikaturu,karikatur
19728,mhpden kayyim aciklamasi tartismalarin bitmesi icin secim kanunu sart,gundem
19730,iktidarin inceletmedigi dosyalar aciliyor ibbde akp donemine ait 107 milyon,gundem
19731,cozume bolgenin bakisi ocalana ev hapsi mi,yazarlar
19732,ihracatci zorda,yazarlar
19733,meteorolojiden cok sayida il icin uyari gok gurultulu saganak bekleniyor 6,cevre
19734,kirikkalede deprem,gundem
19735,mecliste israile petrol sevkiyati aciklamasi,siyaset
19736,bm komitesinde 170 ulkeden filistin halkinin kendi kaderini tayin etme,dunya
19737,mak arastirmadan yeni anket halk temel ihtiyaclarini karsilamakta zorlaniyor,ekonomi
19738,noterlik kanunu tbmmde kabul edildi,gundem
19739,dolar ve euro gune nasil basladi 15 kasim 2024 doviz kuru fiyatlari,ekonomi
19740,ehliyetini yenilemeyene 7 bin tl ceza,ekonomi
19741,karagumruk cetesinden soner ergin bahceliyi ziyaret etti,gundem
19742,faizler yuzde 3un altina indi kredili konut satislari patladi,ekonomi
19743,izmirde hasere ilaclamasi sonrasi bebek hayatini kaybetti 3 kisi gozaltina alindi,gundem
19744,narin guran cinayeti davasinda yeni gelisme agabey enes guranin kolundaki isirik,gundem
19745,menzil cemaatinde es seyhlik krizi cemaate ait varliklarin degeri 17 milyar tlyi,gundem
19746,bilecikte is cinayeti asansor bosluguna dusen isci hayatini kaybetti,gundem
19747,tarihi karsilasma oncesi mike tysondan jake paula tokat,spor
19748,turkiyenin utanc tablosu 10 milyon cocuk yoksul 2 milyonu derin yoksullukta,gundem
19749,uefa uluslar liginde gecenin sonuclari 1,spor
19750,eski kizilay baskani kerem kinikin kizi hakkinda mutalaa batin kendini yere atti,gundem
19751,fransa israil macinda tribunde arbede ve protesto paristen gazzeye direnis,dunya
19752,anadolu efes real madridi devirdi,spor
19753,iklim degisikligi konferansi basladi ama,yazarlar
19754,sanliurfada hacze giden avukat bicaklandi,gundem
19755,wanda naranin sevgilisi galatasaraylilari kizdirdi,spor
19756,avcilarda cocuga sokakta saldiri o anlar guvenlik kamerasinda,gundem
19757,hatayda selim kose apartmani davasinda 4 kisiye hapis istemi,gundem
19758,tbmmde bakan simseke birincilik protestosu,ekonomi
19759,damak catlatan yemekler,yazarlar
19760,masakin yasa disi bahis ve kumar raporu,ekonomi
19761,malatyada 49 buyuklugunde deprem,gundem
19762,isletmelerden harac aldiklari iddia edilen 5 supheli tutuklandi,gundem
19763,antibiyotik direncine dikkat prof dr tuna demiral dogru kullanilmayan,saglik
19764,chpli demirden genclerde sanal kumar bagimliligi icin meclis arastirma talebi,gundem
19765,erdal besikcioglu 26 saniyede 5 cumle kurarak acilar hafifletilmez,gundem
19766,istanbulda feto operasyonu 2 kisi yakalandi,gundem
19767,2025 butcesi tbmmde simsekten fiyat istikrari ve reform vurgusu,ekonomi
19768,en cok tercih edilen cipste tehlikeli oyun unlu marka zehir oranini 5 kat,gundem
19769,turkiye galler maci nerede saat kacta,spor
19770,esenyurtta fabrikada yangini calisanlar tahliye edildi,gundem
19771,chp esenyurt meclis uyeleri belediye binasina girebildi zafer direnenlerindir,gundem
19772,istanbulda elektrik kesintisi uyarisi bedas 16 kasimda hangi ilcelerde kesinti,gundem
19773,icardiden yasananlara dair ilk aciklama hepsi bir wanda operasyonu,spor
19774,ahmed kutucu a milli takimda aday kadrodan cikarildi,spor
19775,halle berry riyadda elie saabin moda sovunda goz doldurdu 2002 oscar,kultur
19776,selvi dem partili belediye baskanlarinin 38i kandil tarafindan destekleniyor,siyaset
19777,vergi uzmani ozan bingol dakikada 185 milyon harcandi 68 trilyon vergi yetmedi,ekonomi
19778,bes milletvekili hakkinda dokunulmazlik fezlekeleri mecliste ucu dem partili,siyaset
19779,arabistanli lopez,yazarlar
19780,orman genel mudurlugu gecici isci alacak basvurular iskur uzerinden yapilacak,gundem
19781,disisleri bakanligi filistin devletinin ilaninin 36 yil donumunu kutladi,dunya
19782,meteoroloji duyurdu ekim ayinin en soguk ili erzurum,cevre
19783,malatyadaki 4 9 buyuklugundeki depremin ardindan naci gorurden buyuk deprem,gundem
19784,venezuela brezilya macinin son anlarinda sula fiskiyeleri acildi,spor
19785,israilin durise saldirisinda 12 olu abdden ateskes taslagi,dunya
19786,ali babacandan asgari ucret cagrisi tuik rakamlariyla degil halkin yasadigi,gundem
19787,abdullah gul sessizligini bozdu son secimle birlikte muhalefet ile iktidar,gundem
19788,izmirde ilaclama nedeniyle olen bebegin babasi konusmaya halim yok,gundem
19789,rizede 4 7 buyuklugunden deprem,gundem
19790,izmirdeki elektrik akimi davasinda 2 tutuklu saniga tahliye karari,gundem
19791,besiktas genc yetenek icin 20 milyon euroyu gozden cikardi,spor
19792,israilden hizbullahin kalesi dahiyeye hava saldirisi,dunya
19793,esenlerde korkunc olay bir anne biberonla tiner icirerek bebegini oldurdu,gundem
19794,sef mi solist mi,yazarlar
19795,messi artik winner degil arjantin kaybetti messi hakemin uzerine yurudu,spor
19796,bakan tunc imamoglunun yargi tacizi ifadelerini hedef aldi,siyaset
19797,izmirde yanginda hayatini kaybeden 5 cocugun amcasi devlet cocuklara sahip,gundem
19798,surec olanlar olmayanlar,yazarlar
19799,prof dr ahmet ercandan rizedeki depreme iliskin aciklama,gundem
19800,oxfordda burslu okudum diyen akpli kadakin servet odedigi iddiasi,gundem
19801,bir afrika kralicesinin hikayesi ndongo ve matambanin nzingasi,yazarlar
19802,istanbul devlet opera ve balesinden piccole danze,kultur
19803,emekli kadin gozyaslari icinde konustu torunuma kofte ekmek aldim bugun,ekonomi
19804,corumda ges insaatina tepki elektrik direkleri sit alanindaki tarlalara dosendi,gundem
19805,turkiyede guncel milletvekili maasi ne kadar,ekonomi
19806,ehliyet sinavinda kopya ceken kisi yakalandi,gundem
19807,turkiye sahaya a ligine yukselmek icin cikiyor,spor
19808,fast ve eft odemelerinde yeni donem basliyor,ekonomi
19809,aymden heyet degisikligine ihlal karari tutanaklari okumak yetmez,gundem
19810,butce acigi yuzde 95 artti ilk 10 ayda 126 trilyon tl,ekonomi
19811,rizede deprem ayder yaylasindaki tepkiler sosyal medyada gundem oldu,gundem
19812,esenyurt belediyesi basin danismani cihan guner gorevden alindi,gundem
19813,mansur yavastan bakan tekine yanit amacimiz catisma degil is birligi,gundem
19814,galler takimini kayseride canlarim benim diye karsiladi,spor
19815,turkiyenin natodan cikmasi icin imza kampanyasi,gundem
19816,uskudar samandira metro hattinda gergin anlar 5 duragi pas gecti,gundem
19817,brad pitt ve angelina jolie arasindaki miraval satosu davasi mahkemeye tasiyor,magazin
19818,kutsal olandan klinik olana kadinin dogumda gucunu kaybetme sureci 2,yazarlar
19819,28 istanbul tiyatro festivalinde genco erkala saygi anmasi,kultur
19820,muhabirlik yapan kiz arkadasini agir yaralayan sahis intihar etti,gundem
19821,gallup dunya risk anketi verilerini acikladi insanlar yasamlari icin neleri risk,gundem
19822,ilay aksoy dp genel baskanligina adayligini acikladi mevcut parti yonetimini,siyaset
19823,vucudum kimin,yazarlar
19824,chpli adiyaman belediye baskani tutdere belediye borclarini acikladi sgk,gundem
19825,trumpin kabinesi sekilleniyor,dunya
19826,thyden istanbul havalimaninda yolcularina ucretsiz internet,gundem
19827,edirnede ureticilerden bugday kuraklik sigortasi talebi,gundem
19828,insaat kazalari artti baro baskani isci olumlerine dikkat cekti denetimsizligin,gundem
19829,comezden cocuk sagligina dikkat ceken aciklama aidsli cocuklarin durumu belirsiz,saglik
19830,byd turkiyede fiyatlar ve modeller aciklandi,otomotiv
19831,1538 tl elektrik faturasi gelen rizeli vatandas evde sofben var mi diye,gundem
19832,sayistay raporunda ortaya cikti akpli umraniye belediyesi tanitima 36 milyon tl,gundem
19833,bmden ukrayna aciklamasi ukraynada 12 binden fazla sivil oldu,gundem
19834,juventus ve pogbanin yollari ayriliyor,spor
19835,googlein algoritma degisikligi bagimsiz medyayi zorluyor gazetecilerden siteleri,gundem
19836,marmara ve egede firtina uyarisi ruzgar 6 ila 8 kuvvetinde esecek,gundem
19837,akpli baskandan skandal torpil aciklamasi o kadar da olacak canim,siyaset
19838,umit karan ve semih senturk samsung tvde kozlarini paylasti,spor
19839,iddia icardi kizlarini turk yapiyor,spor
19840,bursa istanbul arasi deniz otobusu seferleri iptal edildi,gundem
19841,mhpden bahceli erdogan gorusmesi sonrasi paylasim vakit tamamdir,gundem
19842,dem parti ve saadet partisi liderlerinin gorusmesi ertelendi,gundem
19843,istanbulda barajlardaki su seviyeleri dususte yagislara ragmen kritik veriler,gundem
19844,isveren starax fabrikasinda iscilerin eylem alanina tezek doktu,gundem
19845,2024 ales3 sinavi 17 kasimda yapilacak,egitim
19846,ahu tugbanin olum nedeni aciklandi,gundem
19847,erkek basketbolunda avrupa sampiyonasi basliyor,spor
19848,arif guranin olagan suphelileri ilk kez jandarma tutanaginda,gundem
19849,abd medyasi elon musk iranin bm buyukelcisi ile gerilimi azaltmak icin gorustu,dunya
19850,izmirde kuvvetli saganak hayati felc etti is yerlerini su basti ulasim aksadi,gundem
19851,akp sozcusu celik acikladi cumhur ittifakinda catlak var mi,siyaset
19852,hamas yetkilisi orgutun gazzede ateskese hazir oldugunu,dunya
19853,tekirdagda 15 yasinda iki kiz cocugu tabancayla vurulmus olarak bulundu,gundem
19854,wanda nara gundemden dusmuyor eski fotograflari merak konusu oldu,magazin
19855,ekim apartmani durusmasinda muteahhitlerin avukati tutuklu muhendisi sucladi,gundem
19856,galatasaray icardinin alternatifini arabistanda buldu,spor
19857,avrupanin en eski mahkumu george abdullah tahliye oluyor,dunya
19858,aymden heyet degisikligine hak ihlali karari imamoglunun ahmak davasini,siyaset
19859,istanbulda trafik durma noktasina geldi haftanin son is gununde yogunluk yuzde,gundem
19860,kilicli yemin sorusturmasi tamamlandi tegmenler hakkinda ihrac talebi,gundem
19861,bundesliga kulubu st pauliden elon muska irkcilik tepkisi xten cekildiler,spor
19862,duygu asenanin yoldasi zuleyha ozkan vefat etti,gundem
19863,galatasaray ile fenerbahce kavgasinin sebebi erden timurdur,spor
19864,asgari ucrette pazarlik orani belli oldu yuzde 25 35 zam formulu iddiasi,ekonomi
19865,secil erzan altinci kez hakim karsisinda savci tutuklulugun devamini talep etti,gundem
19866,istanbul planlama ajansi arastirdi asgari ucret ne kadar eridi,ekonomi
19867,afad verileri paylasti malatyada deprem oldu,gundem
19868,serdar ortacin 18 konseri iptal edildi kaybi 25 milyon lira,magazin
19869,fenerbahcenin puma ile anlasmasi bitiyor yeni sponsor belli oldu,spor
19870,samil tayyar ucumu hedef aldi yanit cumhurbaskani danismani ogandan geldi fitne,gundem
19871,fenerbahce zeniti maglup etti cenk tosun ve levent mercan siftah yapti,spor
19872,bakan simsekten asgari ucret mesaji ezdirmedik ezdirmeyecegiz,ekonomi
19873,fenerbahce macinda ali koca protesto tribunlerden yonetim istifa tezahuratlari,spor
19874,hakan fidandan trumpa filistin mesaji verdigi sozu tutmali,gundem
19875,fenerbahce beko euroleaguede seriye bagladi liderlik koltuguna oturdu,spor
19876,medya dunyasinda dikkat ceken iddia flash haber tv halk tv bunyesine katiliyor,medya
19877,ilaclama faciasinda altay bebek olmustu 3 supheliden 2si tutuklandi,gundem
19878,i bulent celikin 16 kasim 2024 tarihli karikaturu,karikatur
19880,12 dev adamin kadrosu belli oldu fenerbahce beko detayi dikkat cekti,spor
19881,elektrikte subvansiyon karari resmi gazetede yillik 5 bin kilovatsaati asan,ekonomi
19882,trump cok ozel,yazarlar
19883,yine canakkale ve kazdaglari,yazarlar
19884,iste tarihi karsilasmanin kazanani jake paul ve mike tyson kapisti,spor
19885,ekrem imamoglu mardinde yerine kayyim atanan ahmet turke ziyaret,gundem
19886,izmirde 13 yasinda aidsten olen cocugun babasi,gundem
19887,manisa buyuksehir belediyesi ile salihli osb arasinda is birligi,gundem
19888,meteorolojiden kritik alarm 8 kentte sari kodlu uyari,gundem
19889,ereglide hamsi festivali geri donuyor tarih hamsinin durumuna gore,yerel
19890,burcu esmersoydan sasirtan estetik aciklamasi,magazin
19891,mersinde gazi ciftligine ataturkun olum yilinda anlamli hediye,yerel
19892,mudanyada zeytin hali carsisi projesi tamamlandi,yerel
19893,rojin kabaisin olumunde supheler artiyor,gundem
19894,kutletme tehlikesi felc olma ihtimaline karsi uyari,saglik
19895,ocalan krizinin ardindan yapilan gorusme iletisimi yuksek tutma karari ve,yazarlar
19896,elektrik faturasina yeni duzenleme tuketim limiti asanlara iki kat fatura,ekonomi
19897,casus yazilim tuzagi is insani 38 milyon lira dolandirildi,gundem
19898,pamukkale universitesi kantin ve sosyal tesis iscileri grevde ilk alti ay zam,gundem
19899,almanya acil yakalama mesajiyla ariyordu uyusturucu tuccari istanbulda yakalandi,gundem
19900,turkiye galler bir mactan daha fazlasi,spor
19901,nbade alperen sengun galibiyete triple double ile katki yapti,spor
19902,israilin gazzenin kuzeyindeki beyt lahiyaya saldirisinda 3 filistinli,dunya
19903,tekirdagda iki cocuk olu bulunmustu bassavcilik cinayet ve intihar dedi,gundem
19904,erdogana hakarette ozgur ozel dosyasi ankaraya gonderildi,gundem
19905,chpli vekilden korkutan iddia kizilayin verdigi kandan hiv virusu bulasti,gundem
